DSP_1005580000422_D_A02.dcc	DSP_1005580000422_D_A03.dcc	DSP_1005580000422_D_A08.dcc	DSP_1005580000422_D_A09.dcc	DSP_1005580000422_D_A10.dcc	DSP_1005580000422_D_A11.dcc	DSP_1005580000422_D_A12.dcc	DSP_1005580000422_D_B01.dcc	DSP_1005580000422_D_B06.dcc	DSP_1005580000422_D_B07.dcc	DSP_1005580000422_D_B08.dcc	DSP_1005580000422_D_B09.dcc	DSP_1005580000422_D_B10.dcc	DSP_1005580000422_D_B11.dcc	DSP_1005580000422_D_B12.dcc	DSP_1005580000422_D_C01.dcc	DSP_1005580000422_D_C04.dcc	DSP_1005580000422_D_C05.dcc	DSP_1005580000422_D_C06.dcc	DSP_1005580000422_D_C07.dcc	DSP_1005580000422_D_C10.dcc	DSP_1005580000422_D_C11.dcc	DSP_1005580000422_D_C12.dcc	DSP_1005580000422_D_D01.dcc	DSP_1005580000422_D_D04.dcc	DSP_1005580000422_D_D05.dcc	DSP_1005580000422_D_D08.dcc	DSP_1005580000422_D_D09.dcc	DSP_1005580000422_D_D10.dcc	DSP_1005580000422_D_D11.dcc	DSP_1005580000422_D_D12.dcc	DSP_1005580000422_D_E01.dcc
Dlgap4	0	10	4	6	1	4	3	12	0	15	1	12	1	12	3	6	21	20	35	18	26	23	12	12	17	17	23	37	20	13	29	22
Dlgap5	4	5	2	5	2	11	7	17	5	7	3	14	5	8	2	4	0	3	0	1	1	1	0	5	2	2	0	2	0	2	1	3
Dlk1	2	5	4	7	1	3	3	8	5	9	2	20	1	9	1	6	6	5	2	10	4	6	2	8	0	2	7	9	2	0	7	14
Dlk2	2	7	5	12	0	6	4	6	4	12	2	13	3	7	0	9	1	2	2	1	1	2	0	0	0	0	3	2	3	3	1	2
Dll1	2	10	6	12	6	4	4	9	5	13	0	15	1	9	3	8	2	3	5	3	0	6	4	5	2	2	3	6	4	3	0	3
Dll3	3	6	3	14	5	6	8	9	5	9	5	11	6	12	6	11	1	1	2	3	2	5	0	3	5	2	4	2	1	2	2	3
Dll4	2	5	3	10	0	5	1	9	5	7	3	13	4	12	4	5	0	0	3	2	2	2	2	1	2	3	2	2	1	0	4	4
Dlst	0	5	5	12	5	8	12	8	0	12	3	10	0	10	4	8	23	35	25	33	19	38	12	30	15	21	19	55	27	30	30	58
Dlx1	4	5	1	7	4	7	3	6	3	10	4	12	2	7	3	4	1	0	0	1	0	3	3	2	2	0	3	4	2	2	0	3
Dlx2	2	8	3	12	3	4	4	12	3	13	4	10	4	10	3	8	4	3	1	4	3	1	1	2	3	1	1	0	3	3	3	1
Dlx3	1	3	2	4	2	7	3	8	5	6	4	5	3	9	1	4	1	1	5	1	1	4	2	0	2	0	2	4	0	0	2	4
Dlx4	6	5	5	12	1	2	4	5	7	11	4	14	5	6	3	4	2	0	3	1	0	5	0	0	3	2	2	4	3	3	2	3
Dlx5	1	7	8	3	3	4	2	10	2	10	4	20	2	9	2	7	1	2	5	0	0	3	0	1	3	3	2	1	2	1	1	2
Dlx6	6	7	7	13	7	4	5	10	3	15	4	14	5	11	1	8	1	0	2	2	3	2	0	2	4	0	1	3	2	3	1	8
Dmac1	2	5	3	8	2	6	1	10	4	5	3	12	1	5	4	8	5	8	3	3	4	8	5	6	3	4	4	6	6	1	7	7
Dmac2	1	7	3	9	2	2	4	6	3	11	2	7	1	8	3	4	4	6	3	6	1	6	2	7	5	8	4	10	3	3	4	9
Dmac2l	4	9	10	10	0	5	4	7	2	14	3	14	4	12	4	3	13	0	8	6	6	3	4	3	3	6	4	7	8	7	8	19
Dmap1	6	10	5	11	4	8	4	8	6	6	2	12	5	8	4	6	8	7	13	6	6	12	1	7	3	6	12	12	6	13	5	13
Dmbt1	1	6	1	9	0	7	2	9	1	5	1	10	4	5	3	9	0	2	0	0	1	1	2	1	0	3	3	2	3	0	1	3
Dmbx1	2	5	4	12	2	8	6	6	3	9	1	14	3	6	3	3	1	5	3	1	2	5	0	3	1	3	1	1	3	1	0	2
Dmc1	3	8	4	6	4	5	4	8	3	8	6	11	2	6	2	4	3	1	5	1	1	3	0	3	1	0	2	3	3	0	2	2
Dmd	3	9	5	16	1	6	7	15	2	20	4	18	4	14	2	10	10	9	9	10	8	4	4	8	6	6	9	12	3	8	7	11
Dmgdh	2	7	6	13	2	1	6	11	6	5	6	12	1	4	2	10	1	1	0	0	1	2	1	1	0	1	3	3	1	2	2	6
Dmkn	5	8	6	14	3	7	4	8	6	7	1	16	4	11	1	8	2	2	2	3	1	1	2	3	3	0	2	4	2	2	2	4
Dmp1	3	7	2	12	1	1	21	9	4	6	7	13	3	5	1	5	2	4	5	5	1	5	3	5	2	5	5	7	6	0	11	6
Dmpk	4	9	5	13	2	4	2	13	4	14	4	10	2	6	3	12	5	4	4	7	5	3	0	4	1	4	3	8	2	3	2	14
Dmrt1	3	10	5	8	3	0	3	6	3	15	3	13	2	8	5	8	0	0	2	2	2	0	0	0	0	3	2	3	1	0	2	3
Dmrt2	5	8	6	13	2	5	10	13	2	3	3	14	2	8	1	12	8	3	1	1	4	3	1	2	3	1	1	6	0	0	7	4
Dmrt3	7	8	3	5	2	6	9	7	3	11	1	11	4	11	1	11	3	1	1	3	1	6	2	0	3	1	0	5	0	1	4	9
Dmrta1	3	7	4	11	7	7	5	10	10	12	4	17	1	9	5	5	3	3	2	0	1	4	2	1	2	1	2	2	2	2	0	6
Dmrta2	1	4	1	9	0	5	3	10	7	10	3	6	1	12	2	7	0	1	2	0	2	3	2	3	0	0	2	2	2	1	4	1
Dmrtb1	1	3	2	7	0	4	7	10	1	9	3	6	1	9	0	5	0	0	1	1	0	2	0	1	1	0	2	1	4	0	2	4
Dmrtc1a	7	7	2	7	2	2	3	7	5	11	2	12	4	10	5	6	2	2	1	1	2	4	1	1	3	1	1	1	1	3	1	6
Dmrtc1b	1	8	5	4	1	10	2	10	2	9	8	17	4	11	4	8	1	1	1	1	1	3	1	3	4	2	5	1	2	2	2	4
Dmrtc1c1	3	8	1	16	11	6	2	9	6	17	4	16	1	7	3	7	1	5	1	1	3	0	1	0	3	1	1	4	2	1	2	5
Dmrtc2	1	3	9	11	0	7	4	10	3	13	3	16	8	16	2	6	1	0	1	1	1	1	0	2	3	1	3	4	3	0	4	9
Dmtf1	4	9	3	10	3	9	5	17	3	10	6	12	7	9	4	13	12	18	19	13	6	13	10	8	6	6	12	20	9	7	9	20
Dmtn	2	4	4	12	3	6	5	2	3	13	8	18	1	6	3	7	64	87	60	43	61	81	24	48	34	50	56	91	66	70	57	81
Dmwd	4	11	3	13	1	8	5	10	4	12	4	15	5	8	2	7	3	3	10	5	6	5	1	6	4	7	4	8	2	0	4	8
Dmxl1	8	8	4	13	3	6	6	6	9	9	1	9	2	5	0	2	12	22	9	17	8	15	9	18	5	10	8	33	10	11	5	26
Dmxl2	2	8	4	13	5	13	8	10	3	13	7	16	4	10	3	5	33	43	42	44	35	39	18	28	23	22	31	82	31	37	46	81
Dna2	2	8	5	9	1	5	3	5	6	12	3	11	2	8	5	5	2	0	1	1	1	3	1	2	3	4	1	4	0	2	2	7
Dnaaf1	1	1	5	3	1	4	1	9	5	6	1	11	1	3	0	7	0	1	2	2	0	1	0	0	1	3	0	1	2	1	1	1
Dnaaf2	4	6	6	9	0	11	6	15	4	9	4	14	2	8	3	5	4	5	3	6	3	7	4	7	5	7	2	5	4	5	5	9
Dnaaf3	3	4	2	13	1	4	7	15	2	11	3	13	5	8	7	7	3	3	1	4	0	2	2	1	2	2	4	5	2	2	1	2
Dnaaf4	1	4	4	5	2	6	4	6	4	13	2	13	2	5	0	9	1	1	0	1	0	3	2	3	1	1	3	3	0	1	1	6
Dnaaf5	4	4	5	11	2	3	3	19	7	10	5	15	6	8	3	6	3	3	3	3	2	6	2	2	3	4	4	3	3	1	2	9
Dnah1	2	4	2	5	3	3	5	6	5	4	1	6	1	5	1	4	2	2	1	1	1	2	0	1	3	0	1	2	5	0	3	3
Dnah10	0	4	2	5	2	7	2	5	4	6	2	17	3	11	2	4	1	4	1	1	1	2	4	2	2	1	2	0	3	1	2	1
Dnah11	3	9	4	8	2	5	8	8	3	11	4	17	5	10	3	4	2	2	2	2	4	3	2	1	4	2	2	3	1	2	1	7
Dnah12	3	6	1	8	1	4	6	10	3	10	2	10	1	10	4	4	3	4	4	0	1	2	1	1	0	4	1	3	4	1	3	2
Dnah14	1	2	6	15	3	3	5	12	2	10	6	13	6	9	3	7	1	5	3	3	0	0	3	3	3	2	2	5	2	1	0	6
Dnah17	1	2	3	10	3	5	4	10	5	5	5	13	4	7	2	3	0	0	3	1	0	5	0	5	2	1	4	6	0	1	2	3
Dnah2	5	10	3	16	2	6	7	8	2	15	4	20	4	12	2	9	0	0	5	1	0	2	1	3	0	3	1	5	3	2	1	3
Dnah3	3	4	8	5	4	3	9	9	5	16	4	7	3	12	1	8	1	2	1	2	1	1	0	0	0	2	4	2	2	0	1	8
Dnah5	3	5	1	5	5	7	10	5	5	12	7	9	2	5	3	11	0	2	3	0	2	3	1	1	1	0	2	0	3	0	5	5
Dnah6	10	6	7	13	1	9	5	10	6	17	5	15	3	9	6	8	4	2	1	2	2	0	0	1	1	0	1	3	3	1	2	2
Dnah7b	2	5	5	6	1	4	2	7	2	11	3	16	4	13	5	9	4	5	8	5	2	7	4	3	4	7	3	9	1	5	1	12
Dnah8	1	5	6	15	2	8	3	8	1	8	0	13	3	5	3	10	3	1	3	2	1	2	0	2	2	4	0	0	1	2	0	1
Dnah9	0	5	4	13	6	7	6	10	4	14	3	16	5	7	5	6	1	3	3	2	2	2	1	1	2	1	6	4	3	1	1	6
Dnai2	0	16	4	13	4	7	5	9	6	21	6	12	3	10	2	7	1	0	3	1	2	3	0	0	2	4	1	7	4	2	2	9
Dnaja1	2	13	5	20	4	6	8	11	9	24	6	20	3	14	2	6	110	91	105	84	95	103	67	68	60	82	72	124	103	65	132	154
Dnaja2	4	12	4	10	6	1	8	18	7	11	3	15	3	9	2	6	52	71	42	53	50	71	29	37	24	36	33	79	46	40	38	67
Dnaja3	4	10	4	11	4	5	7	7	3	16	2	20	5	6	2	9	14	4	7	12	4	8	2	5	7	7	8	10	9	8	7	25
Dnaja4	6	11	7	16	2	11	8	20	3	15	8	20	5	21	3	12	28	19	29	10	20	14	19	21	22	20	23	29	24	16	28	32
Dnajb1	3	10	4	9	2	9	6	15	4	19	0	17	6	8	7	11	12	16	14	9	21	14	13	16	17	13	12	31	16	13	12	45
Dnajb11	4	5	4	6	2	6	3	9	6	10	4	15	1	6	3	4	7	6	10	8	2	9	3	12	5	8	10	19	4	8	4	12
Dnajb12	2	12	8	15	4	8	12	20	8	22	5	17	6	17	3	11	11	10	13	11	13	6	10	13	7	11	12	14	5	7	8	11
Dnajb13	4	10	4	7	3	10	5	8	6	10	2	15	4	6	2	9	1	4	3	3	1	4	5	0	3	3	1	2	1	2	4	10
Dnajb14	1	9	5	16	2	13	6	10	7	14	8	21	5	8	3	12	18	31	19	18	20	28	6	30	13	24	16	27	14	23	25	39
Dnajb2	2	4	2	17	4	10	5	17	3	13	2	20	4	15	4	11	19	13	11	23	11	21	14	20	12	18	10	34	13	15	23	33
Dnajb3	3	5	3	7	4	13	3	10	4	14	2	14	4	8	4	8	3	1	1	2	3	3	1	1	3	1	3	7	5	2	4	2
Dnajb4	5	2	9	6	2	9	2	8	2	4	6	9	3	11	1	6	3	4	6	3	2	4	1	6	3	4	4	10	4	2	6	6
Dnajb5	0	4	7	8	1	2	4	6	3	11	2	8	2	6	3	4	10	13	6	15	4	10	3	6	4	1	4	7	5	8	2	11
Dnajb6	3	18	9	33	3	11	8	13	9	26	9	32	6	19	5	7	44	55	48	60	33	62	13	53	17	44	25	85	38	46	31	66
Dnajb7	2	5	6	7	2	10	2	9	4	12	6	18	4	6	2	5	3	0	1	1	0	3	0	1	1	2	1	4	2	2	2	5
Dnajb8	4	7	7	6	2	7	0	4	3	8	1	13	3	7	2	5	1	3	0	1	0	1	3	2	3	2	2	3	0	0	1	5
Dnajb9	3	9	10	11	2	8	8	12	2	9	1	20	4	5	6	7	21	28	18	21	15	19	11	21	15	21	14	46	18	31	16	32
Dnajc1	6	9	4	14	5	11	5	10	6	12	3	20	5	12	6	7	6	5	7	4	3	7	4	7	7	5	5	4	3	5	3	14
Dnajc10	5	7	5	12	1	6	9	15	9	16	6	18	3	9	2	3	10	14	14	20	24	20	6	21	18	17	18	38	11	14	12	27
Dnajc11	1	5	8	12	0	5	10	17	4	15	7	17	3	13	3	5	8	15	14	14	17	16	4	10	10	13	10	19	11	15	16	18
Dnajc12	2	8	5	13	3	4	5	11	5	13	3	21	4	13	5	7	5	9	7	10	5	9	3	5	5	3	5	11	4	3	10	16
Dnajc13	3	6	3	10	2	5	7	6	4	14	5	10	1	7	3	10	4	14	5	9	4	11	6	5	8	6	7	17	5	15	4	21
Dnajc14	1	6	3	21	1	7	6	11	6	15	5	14	1	7	4	17	9	9	9	6	4	11	4	8	7	11	13	16	9	10	11	12
Dnajc15	3	8	11	11	2	7	4	9	7	6	7	14	6	10	1	12	13	13	11	14	14	20	7	21	12	7	14	30	10	9	19	35
Dnajc16	1	5	4	9	2	7	5	10	2	11	7	9	3	6	3	6	4	11	2	7	8	6	6	7	5	4	8	15	6	10	7	19
Dnajc17	3	7	6	11	4	7	8	9	5	17	2	19	4	5	2	6	2	7	1	3	1	5	0	3	5	4	4	7	2	2	2	11
Dnajc18	4	8	3	21	3	6	6	9	3	9	4	18	8	17	6	12	22	29	14	17	17	21	10	17	13	16	12	23	17	18	10	31
Dnajc19	6	9	5	18	7	10	5	14	7	16	5	24	6	9	1	9	10	10	2	7	4	9	10	5	8	7	14	12	15	12	16	10
Dnajc2	3	10	6	7	3	5	5	11	2	5	6	7	3	8	4	9	7	9	9	8	14	7	8	7	6	10	7	10	13	12	8	19
Dnajc21	5	5	4	13	1	5	8	17	2	9	4	17	4	7	6	12	11	9	10	16	10	13	12	19	9	12	7	28	13	12	18	40
Dnajc22	2	5	6	14	2	6	4	7	7	9	3	9	3	6	4	8	0	0	0	2	2	3	0	1	2	2	6	5	2	0	5	2
Dnajc24	5	15	7	7	4	12	9	17	7	5	2	20	5	9	2	10	3	9	7	3	4	10	4	6	8	4	5	10	7	1	3	17
Dnajc25	4	7	7	7	5	4	5	9	3	7	2	13	5	8	3	8	5	2	5	4	0	2	3	1	2	2	3	7	5	6	3	6
Dnajc27	2	6	5	11	2	7	7	6	6	7	4	14	4	13	7	6	10	32	11	24	5	20	5	17	21	14	15	50	6	10	8	39
Dnajc28	2	7	6	8	5	5	3	13	5	13	6	16	1	8	2	9	2	6	8	5	3	5	4	4	3	4	5	8	3	3	6	7
Dnajc3	4	10	8	17	1	8	4	12	3	11	6	8	4	14	6	6	14	12	8	10	12	15	8	7	8	15	15	19	17	9	14	26
Dnajc30	3	12	7	16	4	8	3	4	5	8	6	25	3	12	3	11	5	7	5	3	6	6	1	4	6	4	6	9	6	8	8	10
Dnajc4	1	4	1	6	1	6	4	12	2	14	5	20	1	6	3	8	5	7	5	6	9	7	2	4	2	1	3	12	6	6	2	11
Dnajc5	0	6	4	11	2	7	5	9	6	6	4	21	5	6	3	4	51	51	38	51	52	64	30	45	37	33	35	71	49	47	39	90
Dnajc5b	3	5	6	8	1	3	5	16	2	8	5	14	5	4	5	7	1	1	5	5	2	0	0	0	1	1	2	2	2	3	2	4
Dnajc5g	2	3	2	8	3	7	2	13	4	7	4	20	3	6	5	5	0	4	3	1	1	0	0	0	2	0	0	2	1	2	2	2
Dnajc6	5	5	5	16	2	6	3	8	8	14	6	12	5	11	5	8	19	21	20	23	30	38	14	26	13	25	17	48	19	16	30	48
Dnajc7	3	6	5	23	6	11	6	18	11	24	5	22	1	18	5	9	23	35	27	37	24	39	14	30	21	21	25	45	29	31	34	51
Dnajc9	2	3	3	9	5	7	6	6	3	8	1	14	0	8	4	8	12	11	11	11	9	9	4	10	4	9	5	19	11	8	11	19
Dnal1	1	2	6	9	3	10	5	13	6	11	5	16	4	6	2	7	3	7	4	7	2	7	6	7	3	6	2	6	8	6	4	9
Dnal4	3	5	6	6	1	7	2	9	4	5	6	7	1	2	0	8	3	3	3	2	1	1	1	1	0	2	2	2	2	2	0	3
Dnali1	1	6	2	10	1	13	3	6	2	13	1	15	4	8	2	10	3	2	0	0	1	3	1	2	3	1	3	1	2	2	3	6
Dnase1	3	5	6	6	5	5	3	7	5	12	5	10	1	5	2	7	2	1	3	2	2	0	3	0	3	2	1	4	2	2	1	4
Dnase1l1	3	5	3	14	3	6	3	12	4	8	6	18	6	7	2	6	2	1	2	2	0	3	2	2	3	2	0	5	3	1	2	2
Dnase1l2	3	9	6	7	0	3	4	8	8	12	7	11	5	7	2	5	1	5	3	3	3	5	2	4	3	3	3	3	2	3	3	12
Dnase1l3	3	3	7	8	5	9	9	8	2	14	1	11	0	7	1	8	1	0	0	1	5	1	1	0	2	0	2	4	3	2	1	1
Dnase2a	1	5	2	10	3	4	3	6	2	6	3	9	2	6	1	2	4	2	1	3	1	0	0	2	2	1	2	1	1	1	1	2
Dnase2b	6	11	6	17	6	4	6	12	7	13	6	10	4	14	9	13	1	1	2	1	1	3	1	0	1	0	1	2	2	1	1	4
Dnd1	3	6	7	15	3	5	2	7	1	11	2	12	0	8	3	9	4	3	0	2	1	4	1	5	0	2	1	7	1	4	1	3
Dner	0	4	3	9	3	5	3	3	4	8	2	15	4	8	4	9	17	27	22	21	26	24	8	12	9	21	23	51	15	10	28	30
Dnhd1	3	6	6	5	2	2	3	8	3	12	8	15	5	5	2	5	2	6	3	5	1	8	3	5	3	2	1	10	1	2	2	5
Dnlz	1	11	6	6	3	7	5	12	6	19	2	19	5	9	3	8	22	18	18	11	15	19	9	9	16	22	16	17	20	8	20	24
Dnm1	1	2	3	6	2	3	1	12	1	6	2	14	4	10	0	8	38	78	38	60	32	95	20	70	30	57	31	158	23	47	47	114
Dnm1l	1	7	3	7	6	6	6	7	6	9	2	11	7	4	4	8	26	41	31	37	20	37	15	29	13	26	26	60	33	29	38	58
Dnm2	3	4	7	16	1	4	3	7	2	21	3	14	5	7	3	14	30	46	30	60	30	72	14	56	25	53	29	117	27	30	44	109
Dnm3	0	3	3	7	1	6	4	11	6	5	3	6	4	6	3	6	13	11	19	13	17	23	12	19	13	14	17	42	10	9	25	32
Dnmbp	1	1	2	5	1	3	6	9	5	5	5	12	3	4	1	7	1	1	2	3	6	5	3	1	2	5	1	2	8	0	1	3
Dnmt1	4	6	2	14	3	7	2	11	2	14	5	14	5	7	1	10	2	9	3	12	5	18	4	9	4	6	7	19	5	1	7	26
Dnmt3a	2	10	9	8	3	6	7	15	5	10	4	11	3	10	4	3	7	20	4	18	1	13	3	13	4	9	5	12	7	16	6	23
Dnmt3b	2	4	8	8	1	12	9	7	1	15	7	11	3	13	3	12	1	3	5	4	2	1	2	1	2	0	0	0	1	1	3	8
Dnmt3l	5	7	5	15	4	3	8	8	2	11	5	16	3	10	4	9	3	3	1	2	0	3	2	1	2	2	3	2	1	2	3	5
Dnpep	5	2	3	18	3	7	2	12	4	12	3	18	1	10	4	2	13	14	12	23	9	21	8	17	9	16	7	21	17	13	14	31
Dnph1	5	7	4	10	2	7	5	6	5	16	2	20	4	11	5	11	3	2	3	2	1	2	2	1	0	4	3	4	2	1	1	6
Dntt	3	2	5	7	7	1	4	14	5	6	5	11	2	7	3	2	1	2	0	1	0	1	2	1	1	1	3	4	4	3	1	4
Dnttip1	4	8	1	12	3	9	7	8	9	14	4	7	3	5	1	7	7	8	5	2	14	4	4	7	9	9	10	11	4	5	6	8
Dnttip2	7	5	11	23	3	7	5	17	5	12	4	13	3	15	7	12	8	5	9	9	9	7	4	3	8	6	8	12	9	3	5	15
Doc2a	1	4	4	13	4	9	3	14	7	13	4	20	4	11	9	3	2	8	4	4	3	10	1	5	1	3	0	8	1	4	3	12
Doc2b	4	6	6	5	1	1	4	12	1	15	2	14	3	4	1	6	2	5	3	5	1	8	3	3	6	1	0	2	2	4	1	4
Doc2g	4	5	4	27	6	2	5	6	3	8	1	8	3	3	4	7	2	3	0	4	3	3	1	5	2	2	1	9	1	0	2	5
Dock1	2	6	8	10	3	9	13	13	3	16	4	20	4	13	4	11	4	6	1	4	1	7	3	2	2	6	6	14	4	1	4	13
Dock10	4	10	5	10	3	5	5	12	2	8	3	17	4	5	3	4	2	5	6	2	5	8	4	4	5	18	6	8	4	3	2	16
Dock11	3	7	5	12	4	5	10	13	6	13	6	19	1	9	4	6	13	10	11	5	12	6	8	5	9	5	8	2	6	4	15	9
Dock2	3	4	5	5	4	5	0	2	5	8	5	17	1	3	4	4	1	2	2	0	2	2	2	0	1	0	4	5	1	1	2	4
Dock3	7	10	8	10	1	3	1	9	4	6	1	11	3	7	3	5	14	33	25	25	21	41	17	39	22	34	15	45	19	30	15	57
Dock4	2	2	2	14	1	3	8	7	1	9	4	9	6	6	2	8	3	10	12	11	7	5	2	5	8	7	8	14	4	3	9	15
Dock5	2	6	7	13	5	8	5	10	5	14	5	14	5	8	3	9	9	5	9	3	9	6	5	4	12	5	8	14	12	4	8	3
Dock6	3	10	3	18	2	7	7	12	3	16	8	18	3	5	2	13	4	2	5	4	1	2	4	2	0	1	4	6	0	1	4	4
Dock7	4	10	5	19	5	9	9	16	4	17	7	14	6	5	4	9	2	11	10	8	8	12	8	12	8	8	5	15	6	7	8	18
Dock8	2	9	3	15	3	8	4	13	5	17	5	12	2	10	2	7	1	2	4	4	2	2	1	0	0	2	5	4	0	3	3	2
Dock9	5	8	2	9	5	8	8	15	4	18	3	26	0	12	1	9	10	17	14	14	12	18	7	22	9	19	20	31	8	11	11	38
Dohh	8	6	3	9	4	4	3	2	1	14	2	10	7	9	5	10	8	18	7	10	7	9	3	6	11	11	10	23	8	9	14	13
Dok1	3	2	6	10	1	3	6	4	2	6	1	5	1	10	2	3	2	2	1	0	4	2	0	1	1	3	1	3	1	3	0	5
Dok2	4	4	4	5	3	4	2	9	4	7	2	19	6	5	6	8	2	2	1	1	0	0	1	2	3	2	2	2	3	3	0	1
Dok3	3	7	3	9	4	5	5	6	3	8	6	6	2	8	7	4	0	4	2	10	6	3	2	3	1	2	0	4	3	1	3	10
Dok4	2	3	4	9	3	5	5	7	2	11	5	7	5	11	4	10	2	0	2	3	1	3	1	3	2	1	3	5	0	0	3	7
Dok5	3	10	7	9	4	3	5	9	6	14	3	12	1	9	3	9	5	18	4	10	8	16	4	8	4	9	7	14	4	10	10	16
Dok6	2	10	1	13	2	11	2	14	3	7	5	14	6	11	3	7	5	11	7	12	7	12	6	7	2	10	7	21	8	10	7	21
Dok7	6	11	8	11	9	7	6	13	4	14	1	20	5	10	3	7	2	7	7	3	5	5	6	5	5	2	1	9	3	3	8	11
Dolk	3	7	3	17	5	9	4	11	3	19	9	18	5	6	4	13	22	28	17	14	13	23	12	15	12	19	8	28	14	15	21	21
Dolpp1	3	8	3	17	0	3	7	15	2	14	3	16	1	7	1	5	4	7	6	7	6	7	5	3	2	4	7	5	3	6	8	8
Donson	3	12	8	14	5	7	7	10	6	13	6	21	4	13	6	6	1	14	2	8	9	10	1	10	7	2	3	13	9	3	4	12
Dop1a	3	9	3	16	3	8	4	8	3	17	3	6	5	9	2	7	17	19	10	18	8	14	8	14	7	11	6	29	10	19	11	28
Dop1b	1	10	3	13	3	5	9	9	4	13	4	20	1	9	2	9	15	25	14	20	17	18	10	20	15	17	16	34	12	19	23	38
Dot1l	3	5	2	6	1	6	5	8	5	9	2	11	1	10	2	4	0	6	4	6	5	7	3	5	3	6	4	13	4	2	3	13
Doxl1	2	7	3	17	2	8	3	11	2	8	6	9	5	10	4	15	1	0	0	1	1	1	4	2	3	3	3	1	2	2	4	6
Doxl2	3	8	6	12	6	10	6	12	4	12	5	17	3	7	5	7	0	3	2	5	4	1	4	2	3	3	2	5	1	0	3	2
Dpagt1	4	9	7	8	1	14	2	12	8	14	5	10	3	9	4	8	8	8	3	8	6	7	1	8	8	7	4	7	7	4	15	11
Dpcd	0	4	2	14	5	7	6	9	1	5	2	11	3	6	4	7	7	2	8	5	5	8	7	9	8	8	9	14	8	9	9	21
Dpep1	2	10	2	8	1	12	2	7	4	12	4	11	5	12	2	6	2	3	1	2	1	1	0	2	0	2	1	1	0	5	2	4
Dpep2	3	5	6	12	1	7	5	16	7	9	3	14	5	9	5	7	1	5	4	0	4	3	2	1	1	0	1	7	2	3	5	2
Dpep3	1	7	4	4	1	5	4	13	3	9	1	13	2	9	5	6	0	1	0	1	1	2	3	0	1	2	0	3	0	0	1	1
Dpf1	3	5	6	17	2	5	7	11	4	13	3	13	4	8	5	9	4	5	5	6	2	5	2	3	6	0	4	8	3	6	7	10
Dpf2	2	7	4	20	6	5	8	10	5	17	4	15	4	11	4	9	18	22	25	18	12	30	9	20	13	9	16	25	16	21	18	30
Dpf3	1	8	7	6	2	5	5	8	6	9	4	16	1	7	5	4	4	5	2	2	2	12	1	2	2	3	3	7	1	0	2	6
Dph1	3	8	3	19	2	13	12	18	4	19	4	17	5	11	1	19	8	8	8	6	4	7	5	9	5	5	10	5	3	0	7	13
Dph2	0	5	2	8	1	8	1	7	5	4	3	10	3	9	2	9	5	3	7	0	2	5	2	4	2	1	4	6	4	3	2	6
Dph3	5	6	5	18	4	12	3	8	4	9	7	11	2	6	2	7	6	6	9	15	5	10	10	5	8	9	9	16	13	4	10	14
Dph5	4	12	4	12	8	12	2	7	7	15	5	16	4	8	4	6	2	2	5	4	4	6	3	3	0	6	3	13	1	5	5	8
Dph6	3	7	2	18	1	6	7	6	3	12	6	11	2	7	4	10	3	4	2	13	7	4	4	2	2	3	5	5	3	4	2	7
Dph7	5	2	5	4	4	4	4	10	4	16	3	7	6	4	2	11	4	5	2	4	1	6	2	3	1	5	1	9	6	4	3	8
Dpm1	1	9	3	7	3	6	7	3	7	10	4	17	2	11	6	9	11	23	18	19	14	16	10	15	11	13	11	28	10	15	10	24
Dpm2	1	9	4	11	4	13	8	12	6	13	6	17	1	9	4	6	2	2	1	2	3	7	3	5	6	5	2	7	4	3	4	10
Dpp10	4	10	4	14	4	6	5	6	3	10	1	17	1	13	2	7	17	12	22	14	9	15	10	14	25	13	13	25	11	11	19	20
Dpp3	2	7	7	15	4	7	9	11	6	10	6	13	3	8	5	4	11	18	16	12	21	15	12	6	13	10	17	20	15	9	26	18
Dpp4	1	2	3	12	0	7	5	12	5	14	5	8	5	4	5	8	0	3	2	3	1	3	4	2	2	2	4	4	3	1	3	2
Dpp6	5	3	5	17	0	3	2	5	4	13	1	8	4	5	1	7	31	26	19	38	30	44	16	32	23	27	31	65	22	26	26	58
Dpp7	2	5	1	10	3	9	2	6	2	11	4	15	3	10	4	7	10	11	15	7	6	17	10	16	6	4	6	13	6	13	9	18
Dpp8	3	10	3	15	4	13	4	18	3	16	10	26	1	13	2	11	10	27	13	19	24	28	10	25	16	20	14	53	16	18	31	37
Dpp9	2	10	6	16	7	9	6	10	7	24	6	13	4	13	3	14	25	31	17	21	17	37	7	28	20	20	19	54	23	21	29	66
Dppa1	2	11	6	11	7	5	5	11	5	10	7	12	1	15	3	10	1	4	1	3	1	1	2	1	0	1	0	5	2	3	1	4
Dppa2	6	12	7	14	8	9	7	11	6	10	4	17	7	9	10	12	2	1	5	5	2	2	5	3	2	1	0	4	5	2	3	10
Dppa3	1	4	7	15	3	8	4	17	10	22	2	21	2	3	5	6	3	5	5	4	2	3	2	3	2	6	5	4	6	3	5	7
Dppa4	4	5	4	11	3	5	5	7	3	13	6	23	9	7	2	8	2	3	1	3	0	3	1	4	1	4	4	2	3	1	3	5
Dppa5a	4	6	5	6	6	5	4	11	5	13	3	14	2	6	3	5	2	2	3	4	0	6	1	4	5	6	2	6	5	6	4	15
